finding_id,investigation_id,severity,category,description,confidence_score,status,created_at,validated_at
FND-002723,INV-00255,LOW,VENDOR_RISK,"Vendor XpressCore Dynamics Ltd holds CRITICAL risk rating. 3 payments totalling $2,878 processed in the audit period.",0.589,VALIDATED,2021-09-02,2021-09-12
FND-002724,INV-00025,LOW,APPROVAL_LIMIT,"Payment of $389,650 approved at Level 3, which has a limit of $500,000. Transaction exceeded limit by $38,717.",0.492,RESOLVED,2024-01-15,2024-01-29
FND-002725,INV-00235,CRITICAL,POLICY_BREACH,"Claim EXP-183017 violates Policy POL-0004 section 4.2: Equipment expenditure capped at $25,000 per event.",0.843,VALIDATED,2022-09-07,
FND-002726,INV-00232,CRITICAL,MISSING_RECEIPT,"Reimbursement of $449,177 for Office Supplies was approved despite no receipt documentation in the system.",0.934,ESCALATED,2022-12-01,2022-12-12
FND-002727,INV-00025,MEDIUM,VENDOR_RISK,"Vendor JetStream Analytics Holdings holds CRITICAL risk rating. 8 payments totalling $10,880 processed in the audit period.",0.633,OPEN,2022-07-10,2022-07-16
FND-002728,INV-00349,HIGH,FRAUD_PATTERN,Employee EMP-68009 submitted 5 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.659,VALIDATED,2022-07-10,2022-08-07
FND-002729,INV-00174,HIGH,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0019 requires receipts for all claims above $75.,0.833,FALSE_POSITIVE,2024-05-06,
FND-002730,INV-00494,MEDIUM,POLICY_BREACH,Employee submitted Entertainment claim 29% above the authorised policy limit without prior exception approval.,0.555,VALIDATED,2022-07-29,
FND-002731,INV-00358,MEDIUM,MISSING_RECEIPT,"Employee EMP-70628 submitted 7 claims totalling $4,048 without receipts in the review period.",0.659,FALSE_POSITIVE,2022-01-08,2022-01-20
FND-002732,INV-00126,MEDIUM,EXPIRED_COMPLIANCE,Compliance record CMP-100353 for vendor QuantumEdge Solutions Ltd was in EXPIRED status at time of payment processing.,0.477,OPEN,2022-04-09,2022-04-23
FND-002733,INV-00483,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $166,898 was approved at L3 without L3 countersignature.",0.648,RESOLVED,2023-08-27,2023-08-31
FND-002734,INV-00165,MEDIUM,MISSING_RECEIPT,"Reimbursement of $136,814 for Accommodation was approved despite no receipt documentation in the system.",0.568,OPEN,2023-02-18,2023-03-04
FND-002735,INV-00140,MEDIUM,EXPIRED_COMPLIANCE,"Vendor VND-VND-04764 received payment of $374,286 on 2022-10-21. Compliance certificate expired on 2021-02-21 — 538 days prior.",0.661,OPEN,2024-06-24,
FND-002736,INV-00201,HIGH,MISSING_RECEIPT,"Reimbursement of $145,210 for Marketing was approved despite no receipt documentation in the system.",0.867,RESOLVED,2024-02-03,2024-02-12
FND-002737,INV-00314,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03618 received payment of $385,938 via contract CON-102481 that was not updated following blacklisting.",0.465,RESOLVED,2023-12-12,2023-12-22
FND-002738,INV-00172,HIGH,VENDOR_RISK,"High-risk vendor JetStream Analytics Group has no compliance record on file. Payment of $116,422 released without compliance clearance.",0.836,OPEN,2023-02-26,2023-03-23
FND-002739,INV-00136,MEDIUM,MISSING_RECEIPT,Expense claim EXP-142475 submitted for Entertainment without an attached supporting receipt.,0.583,VALIDATED,2024-08-11,
FND-002740,INV-00181,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-53081 who was not authorised to approve amounts above $100,000. Transaction value: $285,233.",0.677,OPEN,2022-08-24,2022-09-23
FND-002741,INV-00377,LOW,VENDOR_RISK,"High-risk vendor HorizonEdge Inc International has no compliance record on file. Payment of $420,360 released without compliance clearance.",0.487,RESOLVED,2022-11-13,2022-11-20
FND-002742,INV-00181,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-02382 rated LOW risk. Active contract CON-109380 in place. Enhanced due diligence not documented.,0.711,OPEN,2023-10-27,
FND-002743,INV-00239,LOW,APPROVAL_LIMIT,"Payment of $54,972 approved at Level 2, which has a limit of $100,000. Transaction exceeded limit by $44,312.",0.324,OPEN,2021-10-17,2021-11-14
FND-002744,INV-00061,MEDIUM,VENDOR_RISK,"Vendor MomentumCore Corp holds CRITICAL risk rating. 4 payments totalling $5,928 processed in the audit period.",0.669,VALIDATED,2023-06-30,2023-07-06
FND-002745,INV-00179,HIGH,MISSING_RECEIPT,Expense claim EXP-106206 submitted for Marketing without an attached supporting receipt.,0.897,ESCALATED,2024-03-04,2024-03-18
FND-002746,INV-00177,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $126,787 released to LucentBridge Technologies Inc whose GDPR compliance expired 251 days before payment date.",0.714,VALIDATED,2021-06-01,2021-06-08
FND-002747,INV-00134,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0007 requires receipts for all claims above $75.,0.517,VALIDATED,2021-10-07,2021-10-10
FND-002748,INV-00230,MEDIUM,POLICY_BREACH,"Expense claim of $482,860 for Equipment exceeds the policy maximum of $500,000. Overage: $25,078.",0.739,RESOLVED,2022-12-05,2022-12-19
FND-002749,INV-00410,MEDIUM,VENDOR_RISK,"Vendor JadeCore Solutions holds CRITICAL risk rating. 8 payments totalling $8,258 processed in the audit period.",0.707,VALIDATED,2022-07-18,2022-07-22
FND-002750,INV-00035,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 60% below the required threshold.,0.395,VALIDATED,2021-12-02,2021-12-20
FND-002751,INV-00473,MEDIUM,FRAUD_PATTERN,"Split payment pattern detected: 4 transactions to same beneficiary totalling $10,302 — each below approval threshold of $500,000.",0.749,RESOLVED,2023-05-27,2023-05-30
FND-002752,INV-00142,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $191,269 was approved at L3 without L3 countersignature.",0.434,RESOLVED,2022-04-29,2022-05-13
FND-002753,INV-00030,CRITICAL,FRAUD_PATTERN,"Split payment pattern detected: 4 transactions to same beneficiary totalling $1,087 — each below approval threshold of $5,000.",0.94,RESOLVED,2021-06-04,2021-06-10
FND-002754,INV-00301,MEDIUM,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 50% below the required threshold.,0.424,OPEN,2023-12-21,
FND-002755,INV-00170,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0013 requires receipts for all claims above $100.,0.453,ESCALATED,2023-09-25,2023-10-23
FND-002756,INV-00389,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-56060 who was not authorised to approve amounts above $100,000. Transaction value: $43,407.",0.657,OPEN,2024-01-16,2024-01-26
FND-002757,INV-00191,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-25841 who was not authorised to approve amounts above $25,000. Transaction value: $414,767.",0.642,ESCALATED,2022-10-09,2022-11-07
FND-002758,INV-00075,MEDIUM,POLICY_BREACH,"Claim EXP-157429 violates Policy POL-0014 section 4.2: Equipment expenditure capped at $500,000 per event.",0.43,ESCALATED,2023-09-08,2023-09-19
FND-002759,INV-00291,MEDIUM,APPROVAL_LIMIT,"Payment of $262,500 approved at Level 3, which has a limit of $100,000. Transaction exceeded limit by $26,930.",0.611,VALIDATED,2022-01-17,
FND-002760,INV-00154,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-04618 received payment of $147,879 via contract CON-107535 that was not updated following blacklisting.",0.45,OPEN,2024-06-20,2024-06-29
FND-002761,INV-00182,MEDIUM,FRAUD_PATTERN,"Split payment pattern detected: 8 transactions to same beneficiary totalling $11,574 — each below approval threshold of $500,000.",0.671,RESOLVED,2023-07-30,
FND-002762,INV-00390,LOW,FRAUD_PATTERN,"Round-number transaction of $3,621 processed at 05:16 — outside standard business hours. Flagged by anomaly detection.",0.423,RESOLVED,2022-01-06,2022-01-19
FND-002763,INV-00139,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-109219 for vendor Apex Solutions Holdings was in EXPIRED status at time of payment processing.,0.289,OPEN,2023-08-04,2023-08-13
FND-002764,INV-00323,LOW,POLICY_BREACH,"Expense claim of $231,094 for Consulting exceeds the policy maximum of $5,000. Overage: $18,746.",0.464,OPEN,2023-10-26,2023-11-21
FND-002765,INV-00267,HIGH,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0020 requires receipts for all claims above $200.,0.757,VALIDATED,2024-09-14,2024-09-17
FND-002766,INV-00014,HIGH,VENDOR_RISK,"High-risk vendor VertiLink Distributors Inc has no compliance record on file. Payment of $322,152 released without compliance clearance.",0.674,OPEN,2022-06-30,2022-07-27
FND-002767,INV-00018,HIGH,VENDOR_RISK,"BLACKLISTED vendor VND-VND-04222 received payment of $450,610 via contract CON-109952 that was not updated following blacklisting.",0.682,RESOLVED,2024-12-07,2024-12-28
FND-002768,INV-00087,MEDIUM,MISSING_RECEIPT,"Reimbursement of $202,817 for Office Supplies was approved despite no receipt documentation in the system.",0.702,OPEN,2022-07-26,2022-08-18
FND-002769,INV-00195,MEDIUM,MISSING_RECEIPT,Expense claim EXP-171493 submitted for Training without an attached supporting receipt.,0.749,RESOLVED,2024-06-22,
FND-002770,INV-00180,HIGH,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0014 requires receipts for all claims above $50.,0.845,FALSE_POSITIVE,2022-04-27,2022-05-20
FND-002771,INV-00500,CRITICAL,MISSING_RECEIPT,"Employee EMP-92091 submitted 5 claims totalling $2,227 without receipts in the review period.",0.806,OPEN,2021-08-03,2021-08-04
FND-002772,INV-00182,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $67,114 was approved at L3 without L3 countersignature.",0.402,OPEN,2022-06-04,2022-06-22
FND-002773,INV-00154,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $111,743 released to GreenBridge Consulting Group whose SOC 2 compliance expired 445 days before payment date.",0.652,ESCALATED,2021-07-07,2021-08-06
FND-002774,INV-00359,CRITICAL,POLICY_BREACH,"Claim EXP-185162 violates Policy POL-0001 section 4.2: Accommodation expenditure capped at $100,000 per event.",0.853,VALIDATED,2022-08-17,2022-09-09
FND-002775,INV-00166,MEDIUM,MISSING_RECEIPT,Expense claim EXP-145533 submitted for Office Supplies without an attached supporting receipt.,0.487,RESOLVED,2022-05-10,
FND-002776,INV-00424,CRITICAL,MISSING_RECEIPT,Expense claim EXP-176516 submitted for Software without an attached supporting receipt.,0.893,OPEN,2024-09-07,
FND-002777,INV-00408,MEDIUM,MISSING_RECEIPT,"Employee EMP-58887 submitted 5 claims totalling $6,879 without receipts in the review period.",0.589,VALIDATED,2023-08-25,2023-09-10
FND-002778,INV-00167,LOW,VENDOR_RISK,"Vendor TitanPath Holdings Ltd holds CRITICAL risk rating. 2 payments totalling $7,461 processed in the audit period.",0.33,OPEN,2024-01-17,2024-01-29
FND-002779,INV-00119,MEDIUM,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 61% below the required threshold.,0.468,OPEN,2023-06-16,
FND-002780,INV-00465,CRITICAL,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 33% below the required threshold.,0.909,VALIDATED,2022-11-19,2022-11-24
FND-002781,INV-00355,LOW,APPROVAL_LIMIT,"Approval granted by EMP-91253 who was not authorised to approve amounts above $5,000. Transaction value: $221,844.",0.45,RESOLVED,2021-12-28,2022-01-17
FND-002782,INV-00210,MEDIUM,FRAUD_PATTERN,"Round-number transaction of $279,341 processed at 01:23 — outside standard business hours. Flagged by anomaly detection.",0.65,ESCALATED,2023-01-06,
FND-002783,INV-00151,MEDIUM,POLICY_BREACH,"Expense claim of $400,167 for Marketing exceeds the policy maximum of $5,000. Overage: $32,899.",0.649,RESOLVED,2023-10-19,
FND-002784,INV-00049,HIGH,FRAUD_PATTERN,Employee EMP-38863 submitted 4 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.89,VALIDATED,2022-12-26,
FND-002785,INV-00464,LOW,APPROVAL_LIMIT,"Approval granted by EMP-89686 who was not authorised to approve amounts above $100,000. Transaction value: $105,745.",0.269,VALIDATED,2021-12-14,2021-12-22
FND-002786,INV-00075,LOW,APPROVAL_LIMIT,"Payment of $388,005 approved at Level 2, which has a limit of $5,000. Transaction exceeded limit by $18,637.",0.574,VALIDATED,2022-07-08,2022-07-27
FND-002787,INV-00122,MEDIUM,MISSING_RECEIPT,"Employee EMP-93235 submitted 5 claims totalling $12,209 without receipts in the review period.",0.719,ESCALATED,2021-11-23,
FND-002788,INV-00074,LOW,MISSING_RECEIPT,"Reimbursement of $370,800 for Equipment was approved despite no receipt documentation in the system.",0.475,FALSE_POSITIVE,2024-12-19,2025-01-13
FND-002789,INV-00386,MEDIUM,POLICY_BREACH,"Entertainment expense of $100,806 submitted by EMP-35704 exceeds monthly policy allowance of $100,000.",0.466,OPEN,2022-07-26,2022-08-09
FND-002790,INV-00162,LOW,POLICY_BREACH,"Claim EXP-123946 violates Policy POL-0004 section 4.2: Consulting expenditure capped at $5,000 per event.",0.446,FALSE_POSITIVE,2022-11-03,
FND-002791,INV-00490,CRITICAL,EXPIRED_COMPLIANCE,Compliance record CMP-104416 for vendor IronPoint Manufacturing Group was in EXPIRED status at time of payment processing.,0.83,VALIDATED,2022-05-18,2022-06-10
FND-002792,INV-00353,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $372,036 was approved at L3 without L4 countersignature.",0.62,RESOLVED,2021-10-28,2021-11-05
FND-002793,INV-00114,LOW,MISSING_RECEIPT,Expense claim EXP-167332 submitted for Software without an attached supporting receipt.,0.624,VALIDATED,2021-08-22,2021-08-30
FND-002794,INV-00119,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 63% below the required threshold.,0.287,OPEN,2024-08-15,2024-09-14
FND-002795,INV-00446,CRITICAL,EXPIRED_COMPLIANCE,"Vendor VND-VND-04623 received payment of $370,167 on 2023-07-11. Compliance certificate expired on 2021-02-25 — 73 days prior.",0.868,VALIDATED,2024-11-19,2024-12-03
FND-002796,INV-00222,LOW,EXPIRED_COMPLIANCE,"Payment of $451,238 released to OpenBridge Systems Inc whose GDPR compliance expired 310 days before payment date.",0.503,VALIDATED,2023-07-26,2023-07-29
FND-002797,INV-00059,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $77,368 was approved at L1 without L4 countersignature.",0.57,RESOLVED,2023-08-19,
FND-002798,INV-00476,MEDIUM,MISSING_RECEIPT,"Reimbursement of $13,902 for Consulting was approved despite no receipt documentation in the system.",0.659,ESCALATED,2021-06-28,2021-06-29
FND-002799,INV-00448,HIGH,MISSING_RECEIPT,"Reimbursement of $394,798 for Marketing was approved despite no receipt documentation in the system.",0.89,RESOLVED,2024-01-20,2024-02-19
FND-002800,INV-00202,HIGH,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0020 requires receipts for all claims above $75.,0.717,RESOLVED,2022-04-13,2022-05-09
FND-002801,INV-00176,LOW,EXPIRED_COMPLIANCE,"Vendor VND-VND-00961 received payment of $310,223 on 2023-04-22. Compliance certificate expired on 2022-01-16 — 337 days prior.",0.28,RESOLVED,2022-04-09,2022-04-21
FND-002802,INV-00344,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-109770 for vendor BlueStar Procurement Inc was in EXPIRED status at time of payment processing.,0.301,RESOLVED,2021-10-29,2021-11-13
FND-002803,INV-00097,CRITICAL,EXPIRED_COMPLIANCE,"Vendor VND-VND-04531 received payment of $458,574 on 2022-01-03. Compliance certificate expired on 2020-09-14 — 508 days prior.",0.798,RESOLVED,2022-12-31,2023-01-30
FND-002804,INV-00183,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $315,032 was approved at L1 without L3 countersignature.",0.476,OPEN,2024-10-08,2024-10-09
FND-002805,INV-00324,MEDIUM,FRAUD_PATTERN,"Split payment pattern detected: 8 transactions to same beneficiary totalling $4,502 — each below approval threshold of $500,000.",0.502,RESOLVED,2022-06-25,
FND-002806,INV-00312,CRITICAL,VENDOR_RISK,"Vendor Gamma_Co Inc holds CRITICAL risk rating. 2 payments totalling $12,297 processed in the audit period.",0.921,VALIDATED,2022-12-23,2022-12-31
FND-002807,INV-00435,LOW,FRAUD_PATTERN,Employee EMP-61854 submitted 5 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.495,VALIDATED,2022-05-05,2022-05-13
FND-002808,INV-00418,MEDIUM,EXPIRED_COMPLIANCE,"Vendor VND-VND-00153 received payment of $224,895 on 2023-02-13. Compliance certificate expired on 2021-07-27 — 442 days prior.",0.469,VALIDATED,2023-05-31,2023-06-10
FND-002809,INV-00296,MEDIUM,EXPIRED_COMPLIANCE,"Vendor VND-VND-04251 received payment of $369,136 on 2022-10-03. Compliance certificate expired on 2020-06-19 — 162 days prior.",0.748,ESCALATED,2024-10-23,
FND-002810,INV-00077,MEDIUM,POLICY_BREACH,"Claim EXP-124775 violates Policy POL-0015 section 4.2: Marketing expenditure capped at $25,000 per event.",0.561,OPEN,2023-05-11,2023-06-07
FND-002811,INV-00058,LOW,MISSING_RECEIPT,Expense claim EXP-118984 submitted for Entertainment without an attached supporting receipt.,0.622,ESCALATED,2021-08-24,
FND-002812,INV-00235,MEDIUM,POLICY_BREACH,"Claim EXP-195483 violates Policy POL-0008 section 4.2: Software expenditure capped at $5,000 per event.",0.468,RESOLVED,2023-06-14,2023-06-22
FND-002813,INV-00385,LOW,APPROVAL_LIMIT,"Approval granted by EMP-57911 who was not authorised to approve amounts above $100,000. Transaction value: $475,881.",0.418,VALIDATED,2024-10-29,2024-11-17
FND-002814,INV-00466,LOW,POLICY_BREACH,"Entertainment expense of $126,635 submitted by EMP-88526 exceeds monthly policy allowance of $25,000.",0.247,ESCALATED,2022-12-18,
FND-002815,INV-00321,MEDIUM,APPROVAL_LIMIT,"Payment of $37,075 approved at Level 1, which has a limit of $5,000. Transaction exceeded limit by $20,160.",0.677,FALSE_POSITIVE,2022-01-06,2022-01-15
