compliance_id,vendor_id,framework,status,assessment_date,expiry_date,assessed_by,findings_summary,document_ref
CMP-008010,VND-01537,PCI-DSS,PENDING,2024-03-07,2026-02-12,Simon Roup,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-KU8789
CMP-008011,VND-00260,SOC 2 Type II,COMPLIANT,2019-05-15,2020-08-30,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-SJ9867
CMP-008012,VND-03126,ISO 27001,EXPIRED,2023-04-08,2022-03-07,Simon Roup,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-SH4195
CMP-008013,VND-02993,GDPR,EXPIRED,2023-08-02,2021-10-03,David Stanley,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-BK5717
CMP-008014,VND-01880,ISO 27001,COMPLIANT,2022-09-25,2023-05-29,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-LZ6967
CMP-008015,VND-04693,NIST CSF,NON_COMPLIANT,2020-11-15,2022-08-01,Alex Sweetwater,Third-party sub-processor agreements not in place as required.,COMP-DOC-FB8925
CMP-008016,VND-03185,ISO 27001,COMPLIANT,2021-05-02,2022-11-11,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-QB5551
CMP-008017,VND-00886,PCI-DSS,COMPLIANT,2019-05-09,2019-11-22,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-OE5998
CMP-008018,VND-04147,SOX,COMPLIANT,2019-06-17,2021-04-11,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-MW4309
CMP-008019,VND-02903,NIST CSF,COMPLIANT,2023-09-23,2024-09-24,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-KP3218
CMP-008020,VND-02881,SOX,COMPLIANT,2020-05-20,2022-02-11,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-UQ1530
CMP-008021,VND-02299,HIPAA,COMPLIANT,2022-05-21,2023-10-18,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-IN8654
CMP-008022,VND-02005,PCI-DSS,COMPLIANT,2024-03-12,2026-01-25,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-BF3880
CMP-008023,VND-03836,SOX,COMPLIANT,2023-01-27,2024-06-24,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-SL1917
CMP-008024,VND-02256,ISO 9001,COMPLIANT,2022-06-10,2023-07-18,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-ND5186
CMP-008025,VND-00886,PCI-DSS,COMPLIANT,2020-01-18,2021-01-07,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-GX5667
CMP-008026,VND-01062,SOC 2 Type II,COMPLIANT,2021-12-21,2022-08-18,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-RC7524
CMP-008027,VND-01144,SOC 2 Type II,PENDING,2023-02-08,2023-09-15,KPMG Assurance,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-YG9758
CMP-008028,VND-00196,GDPR,PENDING,2023-09-27,2024-08-21,Simon Roup,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-EQ3934
CMP-008029,VND-04361,ISO 27001,PENDING,2022-06-27,2023-04-14,Elijiah Gray,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-TT9500
CMP-008030,VND-01782,SOX,COMPLIANT,2019-02-16,2020-02-25,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-AV1850
CMP-008031,VND-01642,NIST CSF,EXPIRED,2022-09-23,2022-11-20,Kelley Spirea,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-FX6030
CMP-008032,VND-01489,SOC 2 Type II,PENDING,2023-08-20,2024-06-26,RSM Risk Advisory,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-WY9843
CMP-008033,VND-02333,ISO 27001,COMPLIANT,2022-05-28,2023-04-27,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-FU3486
CMP-008034,VND-04457,SOX,COMPLIANT,2021-10-13,2023-08-07,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-EM6588
CMP-008035,VND-01827,HIPAA,COMPLIANT,2021-11-06,2022-10-27,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-JZ3404
CMP-008036,VND-01688,SOX,COMPLIANT,2021-01-18,2022-01-23,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-EM9384
CMP-008037,VND-01709,SOC 2 Type II,COMPLIANT,2021-10-02,2023-03-30,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-EB7078
CMP-008038,VND-00426,ISO 27001,EXPIRED,2021-09-10,2021-12-16,Deloitte Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-RE3301
CMP-008039,VND-01171,ISO 27001,PENDING,2022-09-06,2023-03-19,Kissy Sullivan,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-OD1826
CMP-008040,VND-02343,SOX,COMPLIANT,2020-09-07,2022-07-02,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-KT6068
CMP-008041,VND-02934,NIST CSF,COMPLIANT,2021-07-26,2022-03-17,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-AR1797
CMP-008042,VND-04985,GDPR,COMPLIANT,2024-01-07,2024-11-16,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-FZ6705
CMP-008043,VND-00638,ISO 27001,COMPLIANT,2022-02-19,2023-07-10,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-CP4205
CMP-008044,VND-02972,ISO 27001,COMPLIANT,2024-03-11,2025-01-16,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-CE0800
CMP-008045,VND-04595,PCI-DSS,COMPLIANT,2024-04-26,2025-11-22,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-SZ8260
CMP-008046,VND-00527,CMMC,COMPLIANT,2020-04-06,2020-10-05,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-NM2011
CMP-008047,VND-03954,GDPR,COMPLIANT,2020-03-31,2021-10-27,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-EA0688
CMP-008048,VND-01822,ISO 27001,COMPLIANT,2022-05-06,2022-12-25,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-ZT9090
CMP-008049,VND-02009,SOC 2 Type II,COMPLIANT,2019-10-16,2021-10-01,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-VO2326
CMP-008050,VND-02066,NIST CSF,COMPLIANT,2022-09-09,2023-07-14,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-ZT6345
CMP-008051,VND-01715,SOC 2 Type II,COMPLIANT,2023-10-08,2025-09-07,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-TE5040
CMP-008052,VND-01136,ISO 27001,COMPLIANT,2023-02-17,2025-02-11,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-MJ9425
CMP-008053,VND-03946,ISO 9001,COMPLIANT,2020-05-28,2021-05-06,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-ON2021
CMP-008054,VND-00704,ISO 9001,COMPLIANT,2020-08-04,2022-01-16,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-AQ5207
CMP-008055,VND-03177,ISO 27001,EXPIRED,2022-06-29,2023-05-15,Eric Dougall,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-JX3593
CMP-008056,VND-00144,ISO 27001,COMPLIANT,2019-10-19,2021-07-08,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-SE6183
CMP-008057,VND-02683,NIST CSF,EXPIRED,2022-04-17,2022-01-01,Amy Dunn,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-ZE0157
CMP-008058,VND-02090,CIS Controls,COMPLIANT,2020-01-11,2021-03-18,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-BJ4416
CMP-008059,VND-04043,GDPR,COMPLIANT,2023-07-20,2025-01-20,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-GT1459
CMP-008060,VND-02824,SOC 2 Type II,COMPLIANT,2022-02-26,2024-01-04,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-BO8471
CMP-008061,VND-03953,ISO 9001,COMPLIANT,2020-10-22,2022-07-04,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-FR9361
CMP-008062,VND-02589,GDPR,COMPLIANT,2020-09-19,2022-04-01,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-RO5682
CMP-008063,VND-03503,ISO 27001,EXPIRED,2021-05-22,2021-12-26,Peter Monroe,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-QH6814
CMP-008064,VND-03666,HIPAA,EXPIRED,2020-08-16,2022-05-06,Brannon Miller,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-OS5501
CMP-008065,VND-00023,ISO 27001,COMPLIANT,2020-10-01,2022-01-07,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-SR5700
CMP-008066,VND-03229,HIPAA,COMPLIANT,2020-06-24,2022-01-07,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-PO0173
CMP-008067,VND-02451,ISO 27001,COMPLIANT,2022-05-13,2023-09-18,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-GO7591
CMP-008068,VND-02712,SOC 2 Type II,COMPLIANT,2019-05-21,2020-04-28,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-OH2861
CMP-008069,VND-02183,SOC 2 Type II,COMPLIANT,2021-09-11,2023-07-14,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-VV8839
CMP-008070,VND-00917,GDPR,COMPLIANT,2020-10-06,2022-07-27,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-BG7016
CMP-008071,VND-00954,ISO 27001,COMPLIANT,2021-11-29,2022-09-09,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-VT6199
CMP-008072,VND-00190,HIPAA,COMPLIANT,2020-11-02,2021-05-25,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-WS5942
CMP-008073,VND-04273,CIS Controls,COMPLIANT,2023-10-01,2025-03-23,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-PC3525
CMP-008074,VND-03479,HIPAA,COMPLIANT,2021-09-12,2022-12-16,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-BT0942
CMP-008075,VND-03565,GDPR,COMPLIANT,2022-07-05,2023-07-10,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-LU6599
CMP-008076,VND-04427,ISO 9001,COMPLIANT,2019-02-05,2020-12-29,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-AU4408
CMP-008077,VND-04083,SOC 2 Type II,COMPLIANT,2019-02-19,2019-09-09,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-MJ9958
CMP-008078,VND-02668,NIST CSF,COMPLIANT,2022-03-20,2023-11-15,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-ZT8215
CMP-008079,VND-01413,HIPAA,COMPLIANT,2019-08-26,2020-05-14,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-GP9630
CMP-008080,VND-00217,GDPR,COMPLIANT,2024-03-20,2024-09-16,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-QV9772
CMP-008081,VND-02183,GDPR,COMPLIANT,2022-11-10,2024-08-09,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-MJ1883
CMP-008082,VND-00263,PCI-DSS,COMPLIANT,2023-02-04,2023-08-09,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-LF9534
CMP-008083,VND-02599,ISO 27001,COMPLIANT,2020-06-15,2021-03-22,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-MI0263
CMP-008084,VND-00773,NIST CSF,COMPLIANT,2023-05-20,2025-02-20,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-XS6493
CMP-008085,VND-02474,SOX,COMPLIANT,2023-02-17,2025-02-09,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-AC4997
CMP-008086,VND-01928,PCI-DSS,EXPIRED,2022-07-28,2021-10-01,Grant Thornton,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-MI5545
CMP-008087,VND-03785,SOC 2 Type II,COMPLIANT,2021-12-23,2022-06-23,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-PU8223
CMP-008088,VND-01761,SOX,COMPLIANT,2022-02-12,2023-04-26,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-CC4091
CMP-008089,VND-02886,SOX,COMPLIANT,2019-06-10,2020-11-24,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-TN8957
CMP-008090,VND-03143,SOC 2 Type II,COMPLIANT,2023-12-05,2025-09-30,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-HJ8267
CMP-008091,VND-01027,GDPR,COMPLIANT,2023-11-30,2025-08-08,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-LH8275
CMP-008092,VND-04491,GDPR,COMPLIANT,2023-10-20,2025-08-20,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-DK7680
CMP-008093,VND-01732,ISO 9001,PENDING,2019-01-10,2020-04-12,Brian Champaigne,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-HS8105
CMP-008094,VND-01127,SOC 2 Type II,COMPLIANT,2023-10-07,2024-11-04,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-LK3146
CMP-008095,VND-01317,NIST CSF,NON_COMPLIANT,2019-08-28,2021-08-24,John Smith,Third-party sub-processor agreements not in place as required.,COMP-DOC-OG9933
CMP-008096,VND-02130,SOC 2 Type II,PENDING,2019-08-12,2020-12-22,Jennifer Zamora,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-GF6345
CMP-008097,VND-01833,CIS Controls,EXPIRED,2024-02-13,2021-08-02,Janet King,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-PY2363
CMP-008098,VND-01486,NIST CSF,NON_COMPLIANT,2023-09-03,2025-06-03,Board of Directors,Incident response plan not tested within required 12-month window.,COMP-DOC-SP2858
CMP-008099,VND-02023,CIS Controls,EXPIRED,2023-06-27,2023-09-20,Brian Champaigne,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-OQ9811
CMP-008100,VND-02757,HIPAA,COMPLIANT,2020-04-01,2021-12-27,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-UD5758
CMP-008101,VND-01131,SOC 2 Type II,COMPLIANT,2019-10-11,2021-08-17,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-HB3868
CMP-008102,VND-03160,CMMC,COMPLIANT,2019-03-12,2019-10-27,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-UG5074
CMP-008103,VND-02036,SOX,COMPLIANT,2019-06-16,2020-10-22,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-DE1524
CMP-008104,VND-03018,ISO 27001,COMPLIANT,2022-10-17,2023-04-23,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-PC8710
CMP-008105,VND-04851,NIST CSF,COMPLIANT,2021-06-29,2022-11-17,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-PV0300
CMP-008106,VND-01126,GDPR,COMPLIANT,2023-12-12,2025-06-04,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-DO2751
CMP-008107,VND-01771,PCI-DSS,COMPLIANT,2019-02-06,2020-12-21,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-IR2863
CMP-008108,VND-04737,ISO 27001,COMPLIANT,2023-08-04,2024-05-01,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-XS9487
CMP-008109,VND-01073,GDPR,COMPLIANT,2020-08-20,2022-05-30,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-TR8360
CMP-008110,VND-00044,ISO 27001,COMPLIANT,2020-01-04,2021-09-24,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-TU0298
CMP-008111,VND-00120,SOX,COMPLIANT,2022-05-04,2022-11-06,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-ZG5582
CMP-008112,VND-01722,HIPAA,EXPIRED,2020-10-15,2023-08-15,Elijiah Gray,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-DV1461
CMP-008113,VND-00096,SOC 2 Type II,COMPLIANT,2022-07-16,2024-01-20,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-JK2701
CMP-008114,VND-05000,SOC 2 Type II,COMPLIANT,2020-08-31,2021-04-02,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-FX1388
CMP-008115,VND-04777,HIPAA,COMPLIANT,2022-02-25,2023-09-05,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-RI2172
CMP-008116,VND-00216,SOC 2 Type II,COMPLIANT,2019-01-12,2019-09-14,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-MY3606
CMP-008117,VND-00371,ISO 27001,EXPIRED,2022-07-27,2021-01-20,Deloitte Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-XQ6884
CMP-008118,VND-04059,GDPR,COMPLIANT,2020-04-04,2021-08-17,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-NP8794
CMP-008119,VND-04409,GDPR,COMPLIANT,2023-12-22,2024-10-22,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-II1733
CMP-008120,VND-00910,HIPAA,COMPLIANT,2021-03-07,2023-02-13,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-TJ0624
CMP-008121,VND-04540,ISO 9001,COMPLIANT,2021-07-30,2022-02-12,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-SN0727
CMP-008122,VND-00086,ISO 27001,COMPLIANT,2023-01-26,2023-10-07,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-KN5856
CMP-008123,VND-03816,PCI-DSS,COMPLIANT,2021-03-01,2021-10-24,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-SP2874
CMP-008124,VND-02337,GDPR,PENDING,2023-12-05,2025-09-30,Alex Sweetwater,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-BK4205
CMP-008125,VND-03106,ISO 9001,PENDING,2024-01-29,2025-07-12,Alex Sweetwater,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-WC4090
CMP-008126,VND-00977,PCI-DSS,COMPLIANT,2020-10-28,2021-06-13,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-DM8345
CMP-008127,VND-03473,GDPR,COMPLIANT,2020-01-24,2021-12-19,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-ML7350
CMP-008128,VND-02042,ISO 27001,COMPLIANT,2023-09-06,2025-05-07,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-SR6925
CMP-008129,VND-00129,ISO 9001,EXPIRED,2023-06-14,2021-04-18,Deloitte Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-XF2617
CMP-008130,VND-04680,SOX,COMPLIANT,2021-03-14,2022-08-13,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-IP5418
CMP-008131,VND-01242,NIST CSF,COMPLIANT,2019-04-10,2021-02-20,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-CD2287
CMP-008132,VND-01920,ISO 9001,COMPLIANT,2021-03-18,2023-01-20,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-WP2136
